home_team,away_team,home_goals,away_goals,home_shots,away_shots,home_shot_efficiency,away_shot_efficiency,home_faceoffs,away_faceoffs,home_faceoff_efficiency,away_faceoff_efficiency,attendance,capacity,attendance_rate,home_win,match_url
Витязь,Динамо М,0,3,22,34,0.0,0.08823529411764706,30,29,0.5084745762711864,0.4915254237288136,4654,5525,0.8423529411764706,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174606/
ХК Сочи,Динамо Мн,3,2,13,43,0.23076923076923078,0.046511627906976744,23,39,0.3709677419354839,0.6290322580645161,12000,1,12000.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174568/
Нефтехимик,Амур,4,1,36,37,0.1111111111111111,0.02702702702702703,31,31,0.5,0.5,3533,6050,0.5839669421487603,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174616/
Автомобилист,Барыс,4,3,28,19,0.14285714285714285,0.15789473684210525,22,27,0.4489795918367347,0.5510204081632653,5545,5570,0.9955116696588869,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174602/
Лада,Адмирал,0,2,22,35,0.0,0.05714285714285714,27,40,0.40298507462686567,0.5970149253731343,4163,6200,0.6714516129032259,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174796/
Ак Барс,Сибирь,3,6,35,26,0.08571428571428572,0.23076923076923078,37,23,0.6166666666666667,0.38333333333333336,8297,8900,0.932247191011236,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174612/
Локомотив,СКА,0,0,48,22,0.0,0.0,42,19,0.6885245901639344,0.3114754098360656,2000,9071,0.22048285745783266,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174604/
Торпедо,Куньлунь Ред Стар,4,0,28,25,0.14285714285714285,0.0,31,32,0.49206349206349204,0.5079365079365079,5500,5600,0.9821428571428571,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174608/
Металлург Мг,Динамо М,5,3,32,37,0.15625,0.08108108108108109,34,30,0.53125,0.46875,6355,7700,0.8253246753246753,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174778/
Нефтехимик,Амур,4,3,28,38,0.14285714285714285,0.07894736842105263,38,27,0.5846153846153846,0.4153846153846154,3066,6050,0.5067768595041322,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174786/
ХК Сочи,Витязь,2,4,38,33,0.05263157894736842,0.12121212121212122,33,22,0.6,0.4,3378,12000,0.2815,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174562/
Северсталь,Динамо Мн,3,2,39,41,0.07692307692307693,0.04878048780487805,26,36,0.41935483870967744,0.5806451612903226,5001,6064,0.824703166226913,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174598/
ЦСКА,Салават Юлаев,2,0,25,33,0.08,0.0,29,27,0.5178571428571429,0.48214285714285715,8208,12680,0.6473186119873817,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174600/
Трактор,Адмирал,2,0,41,28,0.04878048780487805,0.0,23,23,0.5,0.5,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174558/
Лада,Сибирь,0,0,33,27,0.0,0.0,26,28,0.48148148148148145,0.5185185185185185,4121,6200,0.6646774193548387,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174564/
Локомотив,Куньлунь Ред Стар,0,0,44,17,0.0,0.0,31,28,0.5254237288135594,0.4745762711864407,2000,9071,0.22048285745783266,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174766/
Металлург Мг,Торпедо,4,5,51,20,0.0784313725490196,0.25,35,25,0.5833333333333334,0.4166666666666667,6187,7700,0.8035064935064935,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174556/
Барыс,Авангард,1,0,25,24,0.04,0.0,33,21,0.6111111111111112,0.3888888888888889,5832,12000,0.486,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174758/
ХК Сочи,Витязь,0,0,37,24,0.0,0.0,38,28,0.5757575757575758,0.42424242424242425,6267,12000,0.52225,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174554/
Спартак,Салават Юлаев,2,5,30,46,0.06666666666666667,0.10869565217391304,17,42,0.288135593220339,0.711864406779661,6370,12396,0.5138754436915134,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174560/
СКА,Динамо Мн,2,4,23,39,0.08695652173913043,0.10256410256410256,25,39,0.390625,0.609375,11449,12500,0.91592,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174590/
ЦСКА,Автомобилист,3,4,24,26,0.125,0.15384615384615385,29,22,0.5686274509803921,0.43137254901960786,5465,12680,0.430993690851735,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174594/
Северсталь,Куньлунь Ред Стар,0,3,41,23,0.0,0.13043478260869565,38,26,0.59375,0.40625,5432,6064,0.895778364116095,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174532/
Нефтехимик,Сибирь,1,2,30,30,0.03333333333333333,0.06666666666666667,30,25,0.5454545454545454,0.45454545454545453,420,6050,0.06942148760330578,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174548/
Спартак,Ак Барс,3,0,38,36,0.07894736842105263,0.0,33,42,0.44,0.56,8333,12396,0.6722329783801226,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174536/
Трактор,Торпедо,0,0,28,34,0.0,0.0,29,26,0.5272727272727272,0.4727272727272727,7500,7500,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174550/
СКА,Автомобилист,5,2,32,37,0.15625,0.05405405405405406,24,25,0.4897959183673469,0.5102040816326531,12172,12500,0.97376,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174524/
Динамо М,Салават Юлаев,4,2,32,30,0.125,0.06666666666666667,23,25,0.4791666666666667,0.5208333333333334,8902,11500,0.7740869565217391,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174546/
ХК Сочи,Локомотив,1,2,23,29,0.043478260869565216,0.06896551724137931,25,27,0.4807692307692308,0.5192307692307693,5550,12000,0.4625,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174728/
Амур,Лада,2,0,27,22,0.07407407407407407,0.0,28,27,0.509090909090909,0.4909090909090909,7100,7100,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174516/
Трактор,Авангард,1,3,24,23,0.041666666666666664,0.13043478260869565,35,21,0.625,0.375,7200,7500,0.96,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174508/
Металлург Мг,Ак Барс,0,5,23,43,0.0,0.11627906976744186,23,33,0.4107142857142857,0.5892857142857143,7131,7700,0.9261038961038961,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174722/
Динамо М,Спартак,5,0,34,29,0.14705882352941177,0.0,33,31,0.515625,0.484375,8979,11500,0.7807826086956522,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174528/
Витязь,Локомотив,2,1,20,44,0.1,0.022727272727272728,17,38,0.3090909090909091,0.6909090909090909,3419,5525,0.6188235294117647,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174540/
Амур,Лада,3,5,36,25,0.08333333333333333,0.2,49,14,0.7777777777777778,0.2222222222222222,6737,7100,0.9488732394366197,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174500/
Адмирал,Северсталь,0,0,35,41,0.0,0.0,48,37,0.5647058823529412,0.43529411764705883,4887,5915,0.8262045646661031,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174538/
Динамо Мн,ЦСКА,0,0,40,34,0.0,0.0,39,30,0.5652173913043478,0.43478260869565216,14560,15266,0.9537534390148041,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174712/
СКА,Нефтехимик,0,0,40,30,0.0,0.0,18,38,0.32142857142857145,0.6785714285714286,11398,12500,0.91184,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174520/
Барыс,Салават Юлаев,2,3,30,30,0.06666666666666667,0.1,20,39,0.3389830508474576,0.6610169491525424,5748,12000,0.479,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174492/
Трактор,Ак Барс,3,1,32,34,0.09375,0.029411764705882353,26,34,0.43333333333333335,0.5666666666666667,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174514/
Куньлунь Ред Стар,Локомотив,1,5,15,34,0.06666666666666667,0.14705882352941177,26,23,0.5306122448979592,0.46938775510204084,1897,7000,0.271,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174506/
Адмирал,Лада,1,6,39,31,0.02564102564102564,0.1935483870967742,34,23,0.5964912280701754,0.40350877192982454,3963,5915,0.6699915469146238,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174490/
Амур,Северсталь,1,2,40,30,0.025,0.06666666666666667,43,32,0.5733333333333334,0.4266666666666667,6500,7100,0.9154929577464789,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174474/
Авангард,Спартак,5,6,38,30,0.13157894736842105,0.2,33,27,0.55,0.45,12011,12011,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174486/
Торпедо,Нефтехимик,0,0,37,31,0.0,0.0,34,25,0.576271186440678,0.423728813559322,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174480/
Витязь,Автомобилист,1,3,30,24,0.03333333333333333,0.125,31,25,0.5535714285714286,0.44642857142857145,1721,5525,0.3114932126696833,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174498/
Динамо Мн,Металлург Мг,0,2,26,30,0.0,0.06666666666666667,21,28,0.42857142857142855,0.5714285714285714,13397,15266,0.8775710729726189,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174702/
СКА,ЦСКА,0,0,27,25,0.0,0.0,33,26,0.559322033898305,0.4406779661016949,12346,12500,0.98768,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174534/
Трактор,Салават Юлаев,4,2,41,37,0.0975609756097561,0.05405405405405406,36,32,0.5294117647058824,0.47058823529411764,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174484/
Куньлунь Ред Стар,ХК Сочи,0,4,24,30,0.0,0.13333333333333333,30,24,0.5555555555555556,0.4444444444444444,916,7000,0.13085714285714287,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174472/
Адмирал,Лада,5,3,41,28,0.12195121951219512,0.10714285714285714,38,21,0.6440677966101694,0.3559322033898305,5123,5915,0.8661031276415891,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174518/
Амур,Спартак,4,5,32,39,0.125,0.1282051282051282,48,21,0.6956521739130435,0.30434782608695654,7100,7100,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174464/
Сибирь,Северсталь,2,4,32,35,0.0625,0.11428571428571428,41,17,0.7068965517241379,0.29310344827586204,10535,12000,0.8779166666666667,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174694/
Витязь,Металлург Мг,2,0,20,34,0.1,0.0,25,25,0.5,0.5,4124,5525,0.7464253393665158,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174526/
Торпедо,Динамо М,2,3,27,26,0.07407407407407407,0.11538461538461539,31,31,0.5,0.5,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174468/
Локомотив,Барыс,3,1,23,27,0.13043478260869565,0.037037037037037035,24,18,0.5714285714285714,0.42857142857142855,7655,9071,0.8438981369198545,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174682/
Динамо Мн,Нефтехимик,4,1,38,22,0.10526315789473684,0.045454545454545456,23,23,0.5,0.5,15086,15266,0.9882090921000917,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174470/
ЦСКА,ХК Сочи,3,4,23,29,0.13043478260869565,0.13793103448275862,31,26,0.543859649122807,0.45614035087719296,7664,12680,0.604416403785489,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174510/
Адмирал,Спартак,0,0,43,36,0.0,0.0,38,24,0.6129032258064516,0.3870967741935484,5155,5915,0.871513102282333,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174452/
Сибирь,Трактор,4,5,26,42,0.15384615384615385,0.11904761904761904,38,33,0.5352112676056338,0.4647887323943662,10327,12000,0.8605833333333334,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174674/
Витязь,СКА,1,8,24,47,0.041666666666666664,0.1702127659574468,25,35,0.4166666666666667,0.5833333333333334,2890,5525,0.5230769230769231,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174460/
Локомотив,Динамо М,4,3,42,25,0.09523809523809523,0.12,41,23,0.640625,0.359375,2000,9071,0.22048285745783266,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174466/
Динамо Мн,Барыс,1,2,35,20,0.02857142857142857,0.1,34,30,0.53125,0.46875,13003,15266,0.8517620856805974,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174502/
Куньлунь Ред Стар,Металлург Мг,2,4,32,47,0.0625,0.0851063829787234,38,37,0.5066666666666667,0.49333333333333335,1104,7000,0.15771428571428572,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174462/
Салават Юлаев,ХК Сочи,3,2,36,26,0.08333333333333333,0.07692307692307693,31,26,0.543859649122807,0.45614035087719296,8064,8522,0.9462567472424314,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174666/
Нефтехимик,Торпедо,1,3,30,29,0.03333333333333333,0.10344827586206896,30,21,0.5882352941176471,0.4117647058823529,6050,1,6050.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174446/
Сибирь,Барыс,1,3,29,25,0.034482758620689655,0.12,32,30,0.5161290322580645,0.4838709677419355,10261,12000,0.8550833333333333,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174450/
Авангард,Трактор,3,4,29,25,0.10344827586206896,0.16,26,41,0.3880597014925373,0.6119402985074627,10184,12011,0.8478894346848722,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174494/
Автомобилист,Динамо М,1,2,27,30,0.037037037037037035,0.06666666666666667,21,26,0.44680851063829785,0.5531914893617021,5545,5570,0.9955116696588869,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174456/
ЦСКА,Амур,7,0,39,23,0.1794871794871795,0.0,42,27,0.6086956521739131,0.391304347826087,5245,12680,0.4136435331230284,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174440/
Куньлунь Ред Стар,СКА,0,8,31,34,0.0,0.23529411764705882,26,28,0.48148148148148145,0.5185185185185185,1403,7000,0.20042857142857143,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174488/
Салават Юлаев,Торпедо,5,4,32,24,0.15625,0.16666666666666666,31,29,0.5166666666666667,0.48333333333333334,7923,8522,0.9297113353672847,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174444/
Нефтехимик,ХК Сочи,2,1,23,25,0.08695652173913043,0.04,16,26,0.38095238095238093,0.6190476190476191,6050,1,6050.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174436/
Лада,Трактор,0,0,19,32,0.0,0.0,25,35,0.4166666666666667,0.5833333333333334,6019,6200,0.9708064516129032,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174482/
Ак Барс,Адмирал,2,0,34,29,0.058823529411764705,0.0,23,27,0.46,0.54,8172,8900,0.9182022471910113,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174434/
Локомотив,Амур,5,0,45,28,0.1111111111111111,0.0,39,24,0.6190476190476191,0.38095238095238093,7616,9071,0.8395987211994267,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174652/
Динамо Мн,Витязь,2,1,49,20,0.04081632653061224,0.05,34,23,0.5964912280701754,0.40350877192982454,15086,15266,0.9882090921000917,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174424/
Спартак,СКА,2,5,27,42,0.07407407407407407,0.11904761904761904,29,33,0.46774193548387094,0.532258064516129,9120,12396,0.7357212003872217,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174432/
Куньлунь Ред Стар,ЦСКА,0,0,33,25,0.0,0.0,36,21,0.631578947368421,0.3684210526315789,2657,7000,0.37957142857142856,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174644/
Нефтехимик,Автомобилист,2,3,41,32,0.04878048780487805,0.09375,39,19,0.6724137931034483,0.3275862068965517,3806,6050,0.6290909090909091,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174428/
Торпедо,Витязь,1,2,24,23,0.041666666666666664,0.08695652173913043,27,30,0.47368421052631576,0.5263157894736842,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174408/
Авангард,Металлург Мг,0,0,45,46,0.0,0.0,32,30,0.5161290322580645,0.4838709677419355,12011,12011,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174596/
Локомотив,Динамо Мн,3,2,27,26,0.1111111111111111,0.07692307692307693,34,27,0.5573770491803278,0.4426229508196721,7668,9071,0.8453312754933304,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174404/
Ак Барс,Адмирал,4,2,36,28,0.1111111111111111,0.07142857142857142,35,26,0.5737704918032787,0.4262295081967213,8236,8900,0.9253932584269663,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174458/
Северсталь,Амур,3,0,22,31,0.13636363636363635,0.0,34,23,0.5964912280701754,0.40350877192982454,5499,6064,0.9068271767810027,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174478/
Трактор,Автомобилист,4,5,36,23,0.1111111111111111,0.21739130434782608,35,27,0.5645161290322581,0.43548387096774194,7500,7500,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174454/
СКА,Сибирь,6,3,29,26,0.20689655172413793,0.11538461538461539,30,23,0.5660377358490566,0.4339622641509434,12137,12500,0.97096,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174380/
Барыс,Куньлунь Ред Стар,0,2,19,31,0.0,0.06451612903225806,13,28,0.3170731707317073,0.6829268292682927,6635,12000,0.5529166666666666,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174586/
Салават Юлаев,Адмирал,2,1,37,34,0.05405405405405406,0.029411764705882353,29,28,0.5087719298245614,0.49122807017543857,8489,8522,0.9961276695611359,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174592/
Северсталь,Динамо Мн,5,2,25,42,0.2,0.047619047619047616,22,34,0.39285714285714285,0.6071428571428571,5321,6064,0.8774736147757256,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174368/
Нефтехимик,Лада,0,3,43,23,0.0,0.13043478260869565,30,26,0.5357142857142857,0.4642857142857143,3368,6050,0.5566942148760331,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174392/
Динамо М,Амур,1,0,22,35,0.045454545454545456,0.0,27,30,0.47368421052631576,0.5263157894736842,6967,11500,0.6058260869565217,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174376/
Спартак,Витязь,0,0,39,18,0.0,0.0,34,23,0.5964912280701754,0.40350877192982454,6030,12396,0.4864472410454985,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174398/
Ак Барс,Металлург Мг,4,1,38,35,0.10526315789473684,0.02857142857142857,33,21,0.6111111111111112,0.3888888888888889,8499,8900,0.9549438202247191,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174448/
Торпедо,ЦСКА,1,3,34,28,0.029411764705882353,0.10714285714285714,29,26,0.5272727272727272,0.4727272727272727,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174588/
Трактор,Сибирь,5,0,35,15,0.14285714285714285,0.0,35,15,0.7,0.3,7500,7500,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174584/
СКА,Локомотив,2,3,30,25,0.06666666666666667,0.12,23,28,0.45098039215686275,0.5490196078431373,12364,12500,0.98912,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174442/
Авангард,Лада,1,3,27,21,0.037037037037037035,0.14285714285714285,30,13,0.6976744186046512,0.3023255813953488,12011,12011,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174438/
Салават Юлаев,Адмирал,2,4,35,36,0.05714285714285714,0.1111111111111111,35,36,0.49295774647887325,0.5070422535211268,8496,8522,0.9969490729875616,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174362/
Динамо М,Витязь,2,1,26,22,0.07692307692307693,0.045454545454545456,29,17,0.6304347826086957,0.3695652173913043,5846,11500,0.5083478260869565,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174388/
Торпедо,Динамо Мн,2,5,24,47,0.08333333333333333,0.10638297872340426,26,34,0.43333333333333335,0.5666666666666667,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174582/
Металлург Мг,Сибирь,3,4,32,19,0.09375,0.21052631578947367,16,25,0.3902439024390244,0.6097560975609756,7500,7700,0.974025974025974,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174358/
Автомобилист,Нефтехимик,3,2,20,14,0.15,0.14285714285714285,27,26,0.5094339622641509,0.49056603773584906,5545,5570,0.9955116696588869,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174580/
Ак Барс,Локомотив,2,3,15,26,0.13333333333333333,0.11538461538461539,22,26,0.4583333333333333,0.5416666666666666,8687,8900,0.9760674157303371,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174384/
Северсталь,Куньлунь Ред Стар,7,2,39,32,0.1794871794871795,0.0625,30,35,0.46153846153846156,0.5384615384615384,5377,6064,0.8867084432717678,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174430/
Амур,Адмирал,0,5,37,33,0.0,0.15151515151515152,28,29,0.49122807017543857,0.5087719298245614,7100,7100,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174378/
Салават Юлаев,СКА,4,2,35,35,0.11428571428571428,0.05714285714285714,30,42,0.4166666666666667,0.5833333333333334,8522,8522,1.0,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174350/
ХК Сочи,Спартак,0,4,24,33,0.0,0.12121212121212122,24,25,0.4897959183673469,0.5102040816326531,7453,12000,0.6210833333333333,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174570/
Трактор,Локомотив,3,5,35,25,0.08571428571428572,0.2,34,30,0.53125,0.46875,7500,7500,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174426/
Барыс,Нефтехимик,2,1,33,32,0.06060606060606061,0.03125,32,32,0.5,0.5,5415,12000,0.45125,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174370/
Динамо М,Торпедо,4,5,33,34,0.12121212121212122,0.14705882352941177,29,26,0.5272727272727272,0.4727272727272727,8997,11500,0.7823478260869565,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174344/
Куньлунь Ред Стар,СКА,0,0,33,41,0.0,0.0,31,33,0.484375,0.515625,2437,7000,0.34814285714285714,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174360/
ХК Сочи,Спартак,1,3,36,24,0.027777777777777776,0.125,41,34,0.5466666666666666,0.4533333333333333,5290,12000,0.44083333333333335,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174566/
Динамо Мн,Витязь,1,4,44,19,0.022727272727272728,0.21052631578947367,31,25,0.5535714285714286,0.44642857142857145,12287,15266,0.8048604742565177,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174422/
Амур,Авангард,1,2,39,19,0.02564102564102564,0.10526315789473684,31,28,0.5254237288135594,0.4745762711864407,6500,7100,0.9154929577464789,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174552/
Адмирал,Металлург Мг,0,0,36,30,0.0,0.0,32,29,0.5245901639344263,0.47540983606557374,5077,5915,0.8583262890955199,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174336/
Сибирь,Салават Юлаев,2,3,23,24,0.08695652173913043,0.125,20,31,0.39215686274509803,0.6078431372549019,10202,12000,0.8501666666666666,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174356/
Барыс,Ак Барс,1,2,23,44,0.043478260869565216,0.045454545454545456,28,24,0.5384615384615384,0.46153846153846156,4213,12000,0.35108333333333336,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174420/
Локомотив,Торпедо,2,1,17,26,0.11764705882352941,0.038461538461538464,26,19,0.5777777777777777,0.4222222222222222,7538,9071,0.8309998897585713,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174348/
Динамо М,Витязь,4,3,29,18,0.13793103448275862,0.16666666666666666,36,30,0.5454545454545454,0.45454545454545453,4027,11500,0.3501739130434783,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174544/
Амур,Металлург Мг,0,0,41,21,0.0,0.0,42,23,0.6461538461538462,0.35384615384615387,6300,7100,0.8873239436619719,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174530/
Адмирал,Авангард,0,0,30,27,0.0,0.0,23,28,0.45098039215686275,0.5490196078431373,5007,5915,0.8464919695688926,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174328/
Динамо Мн,Салават Юлаев,3,2,28,18,0.10714285714285714,0.1111111111111111,32,35,0.47761194029850745,0.5223880597014925,15086,15266,0.9882090921000917,1,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174322/
Барыс,Автомобилист,1,3,30,44,0.03333333333333333,0.06818181818181818,23,36,0.3898305084745763,0.6101694915254238,3287,12000,0.27391666666666664,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174416/
ЦСКА,Спартак,1,2,28,23,0.03571428571428571,0.08695652173913043,44,18,0.7096774193548387,0.2903225806451613,9521,12680,0.7508675078864353,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174340/
Нефтехимик,Ак Барс,1,4,27,31,0.037037037037037035,0.12903225806451613,25,25,0.5,0.5,4581,6050,0.7571900826446281,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174418/
СКА,ХК Сочи,2,5,43,32,0.046511627906976744,0.15625,35,23,0.603448275862069,0.39655172413793105,12026,12500,0.96208,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174522/
Динамо М,Лада,2,3,35,25,0.05714285714285714,0.12,33,32,0.5076923076923077,0.49230769230769234,6583,11500,0.5724347826086956,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174334/
Куньлунь Ред Стар,Северсталь,3,4,21,36,0.14285714285714285,0.1111111111111111,37,22,0.6271186440677966,0.3728813559322034,973,7000,0.139,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174512/
Адмирал,Трактор,0,0,29,26,0.0,0.0,29,26,0.5272727272727272,0.4727272727272727,5315,5915,0.8985629754860525,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174308/
Амур,Автомобилист,2,3,35,28,0.05714285714285714,0.10714285714285714,32,19,0.6274509803921569,0.37254901960784315,7100,7100,1.0,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174320/
Сибирь,Металлург Мг,1,4,43,22,0.023255813953488372,0.18181818181818182,37,20,0.6491228070175439,0.3508771929824561,10405,12000,0.8670833333333333,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174504/
Торпедо,Салават Юлаев,0,0,39,29,0.0,0.0,31,34,0.47692307692307695,0.5230769230769231,5500,5600,0.9821428571428571,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174316/
Витязь,ХК Сочи,1,3,31,18,0.03225806451612903,0.16666666666666666,35,30,0.5384615384615384,0.46153846153846156,3950,5525,0.7149321266968326,0,https://www.championat.com/hockey/_superleague/tournament/5974/match/1174326/
